Element_Name,Abbreviation,Category,Sequence/Level,BASE,GOE_-5,GOE_-4,GOE_-3,GOE_-2,GOE_-1,GOE_+1,GOE_+2,GOE_+3,GOE_+4,GOE_+5
Quickstep (w/ KP),QS2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Quickstep (w/ KP),QS2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Quickstep (w/ KP),QS2Sq2,PATTERN DANCE,2nd Sequence 2,8.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Quickstep (w/ KP),QS2Sq3,PATTERN DANCE,2nd Sequence 3,9.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Quickstep (w/ KP),QS2Sq4,PATTERN DANCE,2nd Sequence 4,10.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Finnstep (w/ KP),FS1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS1Sq2,PATTERN DANCE,1st Sequence 2,8.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS1Sq3,PATTERN DANCE,1st Sequence 3,9.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS1Sq4,PATTERN DANCE,1st Sequence 4,10.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Finnstep (w/ KP),FS2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS2Sq2,PATTERN DANCE,2nd Sequence 2,8.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS2Sq3,PATTERN DANCE,2nd Sequence 3,9.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Finnstep (w/ KP),FS2Sq4,PATTERN DANCE,2nd Sequence 4,10.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Paso Doble (w/ KP),PD1SqB,PATTERN DANCE,1st Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Paso Doble (w/ KP),PD1Sq1,PATTERN DANCE,1st Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD1Sq2,PATTERN DANCE,1st Sequence 2,5.33,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD1Sq3,PATTERN DANCE,1st Sequence 3,6.00,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD1Sq4,PATTERN DANCE,1st Sequence 4,6.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD2SqB,PATTERN DANCE,2nd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Paso Doble (w/ KP),PD2Sq1,PATTERN DANCE,2nd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD2Sq2,PATTERN DANCE,2nd Sequence 2,5.33,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD2Sq3,PATTERN DANCE,2nd Sequence 3,6.00,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD2Sq4,PATTERN DANCE,2nd Sequence 4,6.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD3SqB,PATTERN DANCE,3rd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Paso Doble (w/ KP),PD3Sq1,PATTERN DANCE,3rd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD3Sq2,PATTERN DANCE,3rd Sequence 2,5.33,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD3Sq3,PATTERN DANCE,3rd Sequence 3,6.00,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/ KP),PD3Sq4,PATTERN DANCE,3rd Sequence 4,6.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Tango (w/ KP),TA1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Tango (w/ KP),TA1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/ KP),TA1Sq2,PATTERN DANCE,1st Sequence 2,8.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/ KP),TA1Sq3,PATTERN DANCE,1st Sequence 3,9.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/ KP),TA1Sq4,PATTERN DANCE,1st Sequence 4,10.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/ KP),TA2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Tango (w/ KP),TA2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/ KP),TA2Sq2,PATTERN DANCE,2nd Sequence 2,8.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/ KP),TA2Sq3,PATTERN DANCE,2nd Sequence 3,9.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/ KP),TA2Sq4,PATTERN DANCE,2nd Sequence 4,10.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Argentine Tango (w/ KP),AT1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT1Sq2,PATTERN DANCE,1st Sequence 2,8.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT1Sq3,PATTERN DANCE,1st Sequence 3,9.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT1Sq4,PATTERN DANCE,1st Sequence 4,10.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Argentine Tango (w/ KP),AT2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT2Sq2,PATTERN DANCE,2nd Sequence 2,8.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT2Sq3,PATTERN DANCE,2nd Sequence 3,9.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/ KP),AT2Sq4,PATTERN DANCE,2nd Sequence 4,10.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Blues (w/ KP),BL1SqB,PATTERN DANCE,1st Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Blues (w/ KP),BL1Sq1,PATTERN DANCE,1st Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL1Sq2,PATTERN DANCE,1st Sequence 2,5.33,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL1Sq3,PATTERN DANCE,1st Sequence 3,6.00,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL1Sq4,PATTERN DANCE,1st Sequence 4,6.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL2SqB,PATTERN DANCE,2nd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Blues (w/ KP),BL2Sq1,PATTERN DANCE,2nd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL2Sq2,PATTERN DANCE,2nd Sequence 2,5.33,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL2Sq3,PATTERN DANCE,2nd Sequence 3,6.00,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL2Sq4,PATTERN DANCE,2nd Sequence 4,6.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL3SqB,PATTERN DANCE,3rd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Blues (w/ KP),BL3Sq1,PATTERN DANCE,3rd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL3Sq2,PATTERN DANCE,3rd Sequence 2,5.33,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL3Sq3,PATTERN DANCE,3rd Sequence 3,6.00,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Blues (w/ KP),BL3Sq4,PATTERN DANCE,3rd Sequence 4,6.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Fourteenstep (w/o KP),FO1SqB,PATTERN DANCE,1st Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Fourteenstep (w/o KP),FO1Sq1,PATTERN DANCE,1st Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Fourteenstep (w/o KP),FO2SqB,PATTERN DANCE,2nd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Fourteenstep (w/o KP),FO2Sq1,PATTERN DANCE,2nd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Fourteenstep (w/o KP),FO3SqB,PATTERN DANCE,3rd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Fourteenstep (w/o KP),FO3Sq1,PATTERN DANCE,3rd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Fourteenstep (w/o KP),FO4SqB,PATTERN DANCE,4th Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Fourteenstep (w/o KP),FO4Sq1,PATTERN DANCE,4th Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Foxtrot (w/o KP),FT1SqB,PATTERN DANCE,1st Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Foxtrot (w/o KP),FT1Sq1,PATTERN DANCE,1st Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Foxtrot (w/o KP),FT2SqB,PATTERN DANCE,2nd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Foxtrot (w/o KP),FT2Sq1,PATTERN DANCE,2nd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Foxtrot (w/o KP),FT3SqB,PATTERN DANCE,3rd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Foxtrot (w/o KP),FT3Sq1,PATTERN DANCE,3rd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Foxtrot (w/o KP),FT4SqB,PATTERN DANCE,4th Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Foxtrot (w/o KP),FT4Sq1,PATTERN DANCE,4th Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rocker Foxtrot (w/o KP),RF1SqB,PATTERN DANCE,1st Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rocker Foxtrot (w/o KP),RF1Sq1,PATTERN DANCE,1st Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rocker Foxtrot (w/o KP),RF2SqB,PATTERN DANCE,2nd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rocker Foxtrot (w/o KP),RF2Sq1,PATTERN DANCE,2nd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rocker Foxtrot (w/o KP),RF3SqB,PATTERN DANCE,3rd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rocker Foxtrot (w/o KP),RF3Sq1,PATTERN DANCE,3rd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rocker Foxtrot (w/o KP),RF4SqB,PATTERN DANCE,4th Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rocker Foxtrot (w/o KP),RF4Sq1,PATTERN DANCE,4th Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tea-Time Foxtrot (w/o KP),TTF1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tea-Time Foxtrot (w/o KP),TTF1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tea-Time Foxtrot (w/o KP),TTF1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tea-Time Foxtrot (w/o KP),TTF1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tea-Time Foxtrot (w/o KP),TTF2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tea-Time Foxtrot (w/o KP),TTF2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tea-Time Foxtrot (w/o KP),TTF2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tea-Time Foxtrot (w/o KP),TTF2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Ten Fox (w/o KP),TFO1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Ten Fox (w/o KP),TFO1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Ten Fox (w/o KP),TFO2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Ten Fox (w/o KP),TFO2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Swing Dance (w/o KP),SD1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Swing Dance (w/o KP),SD1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Swing Dance (w/o KP),SD2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Swing Dance (w/o KP),SD2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Dutch Waltz (w/o KP),DW1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Dutch Waltz (w/o KP),DW1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Dutch Waltz (w/o KP),DW2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Dutch Waltz (w/o KP),DW2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Willow Waltz (w/o KP),WiW1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Willow Waltz (w/o KP),WiW1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Willow Waltz (w/o KP),WiW2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Willow Waltz (w/o KP),WiW2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
European Waltz (w/o KP),EW1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
European Waltz (w/o KP),EW1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
European Waltz (w/o KP),EW2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
European Waltz (w/o KP),EW2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
American Waltz (w/o KP),AW1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
American Waltz (w/o KP),AW1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
American Waltz (w/o KP),AW2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
American Waltz (w/o KP),AW2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Westminster Waltz (w/o KP),WW1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Westminster Waltz (w/o KP),WW1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Westminster Waltz (w/o KP),WW1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Westminster Waltz (w/o KP),WW1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Westminster Waltz (w/o KP),WW2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Westminster Waltz (w/o KP),WW2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Westminster Waltz (w/o KP),WW2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Westminster Waltz (w/o KP),WW2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Viennese Waltz (w/o KP),VW1SqB,PATTERN DANCE,1st Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Viennese Waltz (w/o KP),VW1Sq1,PATTERN DANCE,1st Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Viennese Waltz (w/o KP),VW2SqB,PATTERN DANCE,2nd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Viennese Waltz (w/o KP),VW2Sq1,PATTERN DANCE,2nd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Viennese Waltz (w/o KP),VW3SqB,PATTERN DANCE,3rd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Viennese Waltz (w/o KP),VW3Sq1,PATTERN DANCE,3rd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Austrian Waltz (w/o KP),OW1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Austrian Waltz (w/o KP),OW1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
