Element_Name,Abbreviation,Category,Sequence/Level,BASE,GOE_-5,GOE_-4,GOE_-3,GOE_-2,GOE_-1,GOE_+1,GOE_+2,GOE_+3,GOE_+4,GOE_+5
Austrian Waltz (w/o KP),OW1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Austrian Waltz (w/o KP),OW1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Austrian Waltz (w/o KP),OW2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Austrian Waltz (w/o KP),OW2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Austrian Waltz (w/o KP),OW2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Austrian Waltz (w/o KP),OW2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Starlight Waltz (w/o KP),SW1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Starlight Waltz (w/o KP),SW1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Starlight Waltz (w/o KP),SW1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Starlight Waltz (w/o KP),SW1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Starlight Waltz (w/o KP),SW2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Starlight Waltz (w/o KP),SW2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Starlight Waltz (w/o KP),SW2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Starlight Waltz (w/o KP),SW2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Ravensburger Waltz (w/o KP),RW1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Ravensburger Waltz (w/o KP),RW1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Ravensburger Waltz (w/o KP),RW1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Ravensburger Waltz (w/o KP),RW1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Ravensburger Waltz (w/o KP),RW2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Ravensburger Waltz (w/o KP),RW2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Ravensburger Waltz (w/o KP),RW2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Ravensburger Waltz (w/o KP),RW2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Golden Waltz (w/o KP),GW1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Golden Waltz (w/o KP),GW1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Golden Waltz (w/o KP),GW1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Golden Waltz (w/o KP),GW1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Golden Waltz (w/o KP),GW2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Golden Waltz (w/o KP),GW2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Golden Waltz (w/o KP),GW2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Golden Waltz (w/o KP),GW2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Hickory Hoedown (w/o KP),HHO1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Hickory Hoedown (w/o KP),HHO1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Hickory Hoedown (w/o KP),HHO2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Hickory Hoedown (w/o KP),HHO2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Kilian (w/o KP),KI1SqB,PATTERN DANCE,1st Sequence B,1.67,-1.25,-1.00,-0.75,-0.50,-0.25,0.25,0.50,0.75,1.00,1.25
Kilian (w/o KP),KI1Sq1,PATTERN DANCE,1st Sequence 1,2.33,-1.75,-1.40,-1.05,-0.70,-0.35,0.35,0.70,1.05,1.40,1.75
Kilian (w/o KP),KI2SqB,PATTERN DANCE,2nd Sequence B,1.67,-1.25,-1.00,-0.75,-0.50,-0.25,0.25,0.50,0.75,1.00,1.25
Kilian (w/o KP),K12Sq1,PATTERN DANCE,2nd Sequence 1,2.33,-1.75,-1.40,-1.05,-0.70,-0.35,0.35,0.70,1.05,1.40,1.75
Kilian (w/o KP),KI3SqB,PATTERN DANCE,3rd Sequence B,1.67,-1.25,-1.00,-0.75,-0.50,-0.25,0.25,0.50,0.75,1.00,1.25
Kilian (w/o KP),KI3Sq1,PATTERN DANCE,3rd Sequence 1,2.33,-1.75,-1.40,-1.05,-0.70,-0.35,0.35,0.70,1.05,1.40,1.75
Kilian (w/o KP),KI4SqB,PATTERN DANCE,4th Sequence B,1.67,-1.25,-1.00,-0.75,-0.50,-0.25,0.25,0.50,0.75,1.00,1.25
Kilian (w/o KP),KI4Sq1,PATTERN DANCE,4th Sequence 1,2.33,-1.75,-1.40,-1.05,-0.70,-0.35,0.35,0.70,1.05,1.40,1.75
Kilian (w/o KP),KI5SqB,PATTERN DANCE,5th Sequence B,1.67,-1.25,-1.00,-0.75,-0.50,-0.25,0.25,0.50,0.75,1.00,1.25
Kilian (w/o KP),KI5Sq1,PATTERN DANCE,5th Sequence 1,2.33,-1.75,-1.40,-1.05,-0.70,-0.35,0.35,0.70,1.05,1.40,1.75
Kilian (w/o KP),KI6SqB,PATTERN DANCE,6th Sequence B,1.67,-1.25,-1.00,-0.75,-0.50,-0.25,0.25,0.50,0.75,1.00,1.25
Kilian (w/o KP),KI6Sq1,PATTERN DANCE,6th Sequence 1,2.33,-1.75,-1.40,-1.05,-0.70,-0.35,0.35,0.70,1.05,1.40,1.75
Yankee Polka (w/o KP),YP1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Yankee Polka (w/o KP),YP1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Yankee Polka (w/o KP),YP1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Yankee Polka (w/o KP),YP1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Yankee Polka (w/o KP),YP2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Yankee Polka (w/o KP),YP2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Yankee Polka (w/o KP),YP2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Yankee Polka (w/o KP),YP2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Quickstep (w/o KP),QS1SqB,PATTERN DANCE,1st Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Quickstep (w/o KP),QS1Sq1,PATTERN DANCE,1st Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Quickstep (w/o KP),QS2SqB,PATTERN DANCE,2nd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Quickstep (w/o KP),QS2Sq1,PATTERN DANCE,2nd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Quickstep (w/o KP),QS3SqB,PATTERN DANCE,3rd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Quickstep (w/o KP),QS3Sq1,PATTERN DANCE,3rd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Quickstep (w/o KP),QS4SqB,PATTERN DANCE,4th Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Quickstep (w/o KP),QS4Sq1,PATTERN DANCE,4th Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Finnstep (w/o KP),FS1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Finnstep (w/o KP),FS1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Finnstep (w/o KP),FS1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Finnstep (w/o KP),FS1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Finnstep (w/o KP),FS2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Finnstep (w/o KP),FS2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Finnstep (w/o KP),FS2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Finnstep (w/o KP),FS2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Paso Doble (w/o KP),PD1SqB,PATTERN DANCE,1st Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Paso Doble (w/o KP),PD1Sq1,PATTERN DANCE,1st Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/o KP),PD2SqB,PATTERN DANCE,2nd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Paso Doble (w/o KP),PD2Sq1,PATTERN DANCE,2nd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Paso Doble (w/o KP),PD3SqB,PATTERN DANCE,3rd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Paso Doble (w/o KP),PD3Sq1,PATTERN DANCE,3rd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Rhumba (w/o KP),RH1SqB,PATTERN DANCE,1st Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rhumba (w/o KP),RH1Sq1,PATTERN DANCE,1st Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rhumba (w/o KP),RH2SqB,PATTERN DANCE,2nd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rhumba (w/o KP),RH2Sq1,PATTERN DANCE,2nd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rhumba (w/o KP),RH3SqB,PATTERN DANCE,3rd Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rhumba (w/o KP),RH3Sq1,PATTERN DANCE,3rd Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rhumba (w/o KP),RH4SqB,PATTERN DANCE,4th Sequence B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Rhumba (w/o KP),RH4Sq1,PATTERN DANCE,4th Sequence 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Cha Cha Congelado (w/o KP),CC1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Cha Cha Congelado (w/o KP),CC1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Cha Cha Congelado (w/o KP),CC2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Cha Cha Congelado (w/o KP),CC2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Silver Samba (w/o KP),SS1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Silver Samba (w/o KP),SS1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Silver Samba (w/o KP),SS1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Silver Samba (w/o KP),SS1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Silver Samba (w/o KP),SS2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Silver Samba (w/o KP),SS2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Silver Samba (w/o KP),SS2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Silver Samba (w/o KP),SS2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tango Fiesta (w/o KP),TF1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Tango Fiesta (w/o KP),TF1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango Fiesta (w/o KP),TF2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Tango Fiesta (w/o KP),TF2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango Canasta (w/o KP),TC1SqB,PATTERN DANCE,1st Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Tango Canasta (w/o KP),TC1Sq1,PATTERN DANCE,1st Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Tango Canasta (w/o KP),TC2SqB,PATTERN DANCE,2nd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Tango Canasta (w/o KP),TC2Sq1,PATTERN DANCE,2nd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Tango Canasta (w/o KP),TC3SqB,PATTERN DANCE,3rd Sequence B,3.33,-2.50,-2.00,-1.50,-1.00,-0.50,0.50,1.00,1.50,2.00,2.50
Tango Canasta (w/o KP),TC3Sq1,PATTERN DANCE,3rd Sequence 1,4.66,-3.50,-2.80,-2.10,-1.40,-0.70,0.70,1.40,2.10,2.80,3.50
Tango (w/o KP),TA1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Tango (w/o KP),TA1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Tango (w/o KP),TA2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Tango (w/o KP),TA2Sq1,PATTERN DANCE,2nd Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Argentine Tango (w/o KP),AT1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Argentine Tango (w/o KP),AT1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Argentine Tango (w/o KP),AT1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Argentine Tango (w/o KP),AT1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Argentine Tango (w/o KP),AT2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Argentine Tango (w/o KP),AT2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Argentine Tango (w/o KP),AT2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Argentine Tango (w/o KP),AT2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tango Romantica (w/o KP),TR1Sq1SeB,PATTERN DANCE,1st Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tango Romantica (w/o KP),TR1Sq1Se1,PATTERN DANCE,1st Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tango Romantica (w/o KP),TR1Sq2SeB,PATTERN DANCE,1st Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tango Romantica (w/o KP),TR1Sq2Se1,PATTERN DANCE,1st Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tango Romantica (w/o KP),TR2Sq1SeB,PATTERN DANCE,2nd Sequence 1st Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tango Romantica (w/o KP),TR2Sq1Se1,PATTERN DANCE,2nd Sequence 1st Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Tango Romantica (w/o KP),TR2Sq2SeB,PATTERN DANCE,2nd Sequence 2nd Section B,2.50,-1.88,-1.50,-1.13,-0.75,-0.38,0.38,0.75,1.13,1.50,1.88
Tango Romantica (w/o KP),TR2Sq2Se1,PATTERN DANCE,2nd Sequence 2nd Section 1,3.50,-2.63,-2.10,-1.58,-1.05,-0.53,0.53,1.05,1.58,2.10,2.63
Rhythm Blues (w/o KP),RB1SqB,PATTERN DANCE,1st Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
Rhythm Blues (w/o KP),RB1Sq1,PATTERN DANCE,1st Sequence 1,7.00,-5.25,-4.20,-3.15,-2.10,-1.05,1.05,2.10,3.15,4.20,5.25
Rhythm Blues (w/o KP),RB2SqB,PATTERN DANCE,2nd Sequence B,5.00,-3.75,-3.00,-2.25,-1.50,-0.75,0.75,1.50,2.25,3.00,3.75
